Game,Desc,Price,Categories,Status
Nioh: Dragon of the North,"Return once more to the Yokai infested landscape of Japan’s warring states and venture deep into its embattled northern provinces. In this story expansion for Nioh - Dragon of the North follows William’s valiant struggle in the main game and opens up the Oshu region, where ambitious ruler Masamune Date is secretly gathering spirit stones. Encounter fearsome enemies and allies across three distinct","77,99 ","['Role-Playing', 'Action RPG']",In Stock
Shadow Hearts: From the New World,"The story begins as Johnny Garland, a young, 16-year old detective who lost his father, sister and his memory in an accident, accepts an investigation to track down a criminal suspect who escaped from custody. As he closes in on the suspect, Johnny witnesses a supernatural occurrence - a huge monster appears from a green light known as the ""window"" and swallows up the criminal. Apparently, a serie","83,99 ","['Role-Playing', 'Console-style RPG']",In Stock
PixelJunk SideScroller,"Q-Games, developer of the award-winning PixelJunk series, returns this summer with a nostalgic take on the series with its new side-scrolling shooter, PixelJunk SideScroller.  Based on the unlockable stage from PixelJunk Shooter 2, PixelJunk Sidescroller is a complex and dynamic fluid simulation system, which fills the game world with flowing liquids and hazardous gases, while putting a new spin o","70,99 ","['Action', 'Shooter', 'Scrolling', '""Shoot-Em-Up""', 'Horizontal']",In Stock
Fantasy Strike,"Fantasy Strike is a colorful fighting game where fantasy meets martial arts. It focuses on depth and strategy rather than difficult execution. It's designed for tournament play, but also to welcome you to the genre if you haven't played other fighting games before. Online play uses the excellent GGPO networking technology. Includes several single player modes.","75,99 ","['Action', 'Fighting', '2D']",In Stock
Azure Striker Gunvolt 2,"The 2D high speed, old-school style side-scrolling action that you remember from Azure Striker Gunvolt is back. In this game, Gunvolt's rival Copen from the first installment returns to the fray as a playable character. Prevasion: This ability allows Gunvolt to neutralize enemy attacks at the cost of his EP energy. Copen also has an ability exactly like this. Kudos is a point system that increases","78,99 ","['Action', 'Platformer', '2D']",In Stock
Phoenix Wright: Ace Attorney - Justice for All,"The second game in the popular court room battle series from Japan introduces four new cases featuring new characters, plot twists and gameplay features.  Players resume the role of Phoenix Wright, a defence attorney who must prove his client’s innocence against the toughest of odds and most ruthless of adversaries.  Players must exercise their legal prowess as they collect evidence, examine witne","86,99 ","['Adventure', 'First-Person', 'Visual Novel', 'Modern']",In Stock
Kirby Super Star Ultra,"Kirby Super Star Ultra re-imagines one of the most beloved Kirby games of all time. Kirby Super Star Ultra features new graphics and fully rendered animated cut scenes. With so many adventures waiting to be unlocked, there's never be a dull moment as Kirby runs, floats, copies enemies and uses Helpers to fight King Dedede and Meta Knight. New modes like Revenge of the King and Meta Knight Ultra aw","88,99 ","['Action', 'Platformer', '2D']",In Stock
Candleman: The Complete Journey,"Despite only being able to burn for 10 seconds, a little candle journeys into the darkness, with the purpose of seeking light.","63,99 ","['Action', 'Platformer', '3D']",In Stock
MAG,"2026: The Post WW3 political climate forces the world's superpowers to eliminate their military and turn to Private Military Corporation. The three largest PMCs engage in a Shadow War to control the global, paramilitary contract market. Enlist and enter the world of MAG. Join a Private Military Corporation and begin your paramilitary career. Intense 256 player FPS battles are fueled by a simple Co","82,99 ","['Action', 'Shooter', 'First-Person', 'Modern', 'Tactical', 'Arcade']",In Stock
Metal Slug 3,"Not merely an arcade port, Metal Slug 3 for the Xbox sports brand-new features and original missions. Now you can choose from more than 10 new slug vehicles, including the Slug Copter and the Elephant Slug, and go head-to-head against submarines, large locusts, and giant bosses. Use handguns, power-up grenades, cannons, and more to battle evil forces. Fight alone or cooperatively with a friend in ","54,99 ","['Action', 'Shooter', 'Scrolling']",In Stock
Momodora: Reverie Under the Moonlight,"Momodora: Reverie Under the Moonlight explores a cursed land in decline. Evil spreads, the dead rise, and corruption reigns. Hope is but a faded memory for all but one, a priestess named Kaho from the village of Lun. An audience with her majesty, the queen, would surely save the land--but time is short and each night darker than the last. 

Features:

*    Beautifully animated graphics
*    Exciti","73,99 ","['Action', 'Action Adventure', 'General', 'Open-World']",In Stock
Minutes,"Simply explained, the player controls a circle and moves it around the screen to collect light energy shapes (for points) and avoid dark (which damage the player). The key mechanic is that the size of the circle can be changed. Go small to stay safe and dodge through the dark energy. Go large to collect more light and, critically, boost your score multiplier. [Developer via Playstation Blog]","72,99 ","['Action', 'General']",In Stock
Spec Ops: The Line,"Spec Ops: The Line is a provocative third-person modern military shooter that challenges players' morality by putting them in the middle of unspeakable situations where unimaginable choices affecting human life must be made. Spec Ops: The Line unfolds within the destroyed opulence of Dubai. Once the playground for the world's wealthiest elite, Dubai has fallen victim to a series of cataclysmic san","82,99 ","['Action', 'Shooter', 'Third-Person', 'Tactical', 'Modern']",In Stock
SingStar Vol. 2,"SingStar Vol. 2 features a harmony duet mode: a new way of playing that allows two players to sing different lines to a song at the same time, showing off their harmonising skills. This is your chance to showcase your talent and adds a new dimension to the SingStar experience. Special tracks have been included to showcase this new mode such as Kool and the Gang: Celebration, the Paul McCartney & t","76,99 ","['Action', 'Miscellaneous', 'Rhythm', 'Music']",In Stock
SuperEpic: The Entertainment War,"In a not-too-distant future dystopia​, a single videogame development company, ​Regnantcorp, controls an Orwellian society by enslaving the population with their addictive free game​s. As a rebellious racoon, along with your llama steed, you'll explore a surreal castle-like office full of enemies, challenges, secrets and corporate pigs.","78,99 ","['Action', 'Platformer', '2D']",In Stock
Sundered: Eldritch Edition,"Sundered is a horrifying fight for survival and sanity, a hand-drawn epic from the creators of Jotun. You play Eshe, a wanderer in a ruined world, trapped in ever-changing caverns teeming with eldritch horrors. Harness the power of corrupted relics to defeat gigantic bosses, at the cost of your humanity. Resist or embrace.","76,99 ","['Action Adventure', 'General']",In Stock
Deponia Doomsday,"Can you alter Deponia's fate? Do you have what it takes to change Rufus' past, present and future without accidently destroying the whole planet? Fight time itself in this action-packed, platypus-tastic and insanely hilarious story.","71,99 ","['Adventure', 'Point-and-Click']",In Stock
Dr. Mario Express,"[DSiWare]  Mario once again dons his stethoscope to battle the forces of illness in this downloadable version of the classic puzzle game. Use vitamins to eliminate viruses in Classic mode, or play against a computer opponent in Vs. CPU mode. Make an appointment with Dr. Mario today. [Nintendo]","73,99 ","['Miscellaneous', 'Puzzle', 'General', 'Matching']",In Stock
Ever Oasis,"Explore the world to expand your oasis - and your adventuring horizons. From the team behind The Legend of Zelda: Majora's Mask 3D comes a daring new adventure that expands on everything RPG fans love about the genre. As a chosen Seedling, your mission is to build a prosperous oasis by working with your partner, lsuna. Meet and ally with members of other tribes to complete your mission, while batt","81,99 ","['Role-Playing', 'Action RPG']",In Stock
Final Fantasy Fables: Chocobo's Dungeon,"Chocobo and Cid, Final Fantasy mainstays-turned-treasure hunters, are magically transported to a mysterious town whose people’s memories are lost with each bell toll of the clocktower. One day, a strange boy named Raffaello arrives and creates dungeons of memories to help the townspeople remember who they are. Now it's up to Chocobo to journey through the dungeons and retrieve everyone's memories!","80,99 ","['Role-Playing', 'Action RPG', 'Roguelike']",In Stock
